22,14,3,3,4
22,15,3,2,3
22,16,3,3,4
22,17,2,2,3
22,18,3,2,3
22,19,2,2,2
22,20,4,3,3
22,21,3,2,3
22,22,2,2,2
22,23,2,1,2
22,24,2,2,3
23,-1,
23,0,
24,-1,
24,0,
25,-1,
25,0,
25,1,
25,2,
25,3,
26,-1,4,4,6
26,0,4,6,2
26,1,2,6,1
26,2,2,6,2
26,3,3,6,2
26,4,4,5,6
26,5,5,5,6
26,6,2,2,3
26,7,2,2,2
26,8,4,3,5
26,9,2,3,4
26,10,2,1,3
26,11,2,2,4
26,12,3,2,3
26,13,2,2,2
26,14,3,2,4
26,15,2,2,3
26,16,2,2,3
26,17,3,2,4
26,18,3,3,5
26,19,4,4,6
26,20,2,2,4
26,21,3,2,4
26,22,4,3,4
26,23,4,3,5
26,24,3,2,4
26,25,4,3,5
26,26,4,3,4
26,27,4,3,4
26,28,3,3,4
26,29,4,2,5
27,-1,
27,0,
28,-1,
28,0,
29,-1,
29,0,
29,1,
29,2,
29,3,
30,-1,2,5,2
30,0,5,4,3
30,1,6,6,4
30,2,5,5,4
30,3,5,5,4
30,4,6,6,5
30,5,6,5,6
30,6,4,5,5
30,7,4,4,4
30,8,5,3,3
30,9,4,4,3
30,10,5,3,3
30,11,3,3,2
30,12,2,2,2
30,13,5,4,4
30,14,4,3,3
30,15,4,3,3
30,16,4,4,3
30,17,3,3,3
30,18,4,5,2
30,19,4,4,2
30,20,5,5,4
30,21,4,5,3
30,22,5,4,3
30,23,4,3,3
30,24,5,5,3
30,25,5,5,3
30,26,5,5,3
30,27,4,4,4
30,28,4,4,3
30,29,5,5,3
31,-1,5,4,4
31,0,
32,-1,
32,0,
33,-1,
33,0,
33,1,
33,2,
33,3,
34,-1,2,1,2
34,0,1,1,2
34,1,1,1,1
34,2,4,2,2
34,3,1,1,1
34,4,2,2,3
34,5,1,1,2
34,6,2,2,2
34,7,1,2,2
34,8,2,2,3
34,9,2,3,4
34,10,3,2,2
34,11,1,1,2
34,12,1,1,2
34,13,1,2,1
34,14,3,2,2
34,15,4,4,4
34,16,2,3,3
34,17,1,1,2
34,18,1,2,1
34,19,2,2,3
34,20,1,4,2
34,21,4,2,3
34,22,1,3,3
34,23,4,5,5
34,24,3,4,4
34,25,3,5,4
34,26,4,6,5
34,27,2,6,4
34,28,1,2,2
34,29,1,1,1
35,-1,
35,0,
36,-1,
36,0,
37,-1,
37,0,
37,1,
37,2,
37,3,
38,-1,2,2,3
38,0,2,4,3
38,1,2,4,3
38,2,2,4,3
38,3,2,4,3
38,4,2,4,3
38,5,2,4,3
38,6,2,5,2
38,7,2,5,2
38,8,2,4,2
38,9,2,4,2
38,10,2,4,2
38,11,3,4,2
38,12,2,5,2
38,13,2,5,2
38,14,2,5,2
38,15,2,5,2
38,16,2,4,3
38,17,4,4,2
38,18,2,4,2
38,19,2,5,2
38,20,2,5,2
38,21,2,4,2
38,22,2,5,2
38,23,2,5,2
38,24,2,5,2
38,25,2,5,2
38,26,2,5,2
38,27,2,5,2
38,28,2,5,2
38,29,2,5,2
39,-1,
39,0,
40,-1,
40,0,
41,-1,
41,0,
41,1,
41,2,
41,3,
42,-1,1,1,1
42,0,1,1,1
42,1,1,1,1
42,2,1,2,1
42,3,1,2,2
42,4,1,2,1
42,5,1,2,2
42,6,1,1,1
42,7,1,2,2
42,8,1,2,2
42,9,1,2,2
42,10,1,2,2
42,11,1,2,3
42,12,1,2,3
42,13,1,2,3
42,14,1,2,3
42,15,1,1,2
42,16,1,2,2
42,17,4,2,2
42,18,1,2,2
42,19,3,2,2
42,20,1,2,2
42,21,1,3,2
42,22,1,2,2
42,23,1,3,2
42,24,1,3,2
42,25,1,3,2
42,26,1,3,4
42,27,3,3,4
42,28,4,3,4
42,29,1,2,4
43,-1,
43,0,
44,-1,
44,0,
45,-1,
45,0,
45,1,
45,2,
45,3,
46,-1,2,1,1
46,0,1,1,1
46,1,3,1,1
46,2,1,1,1
46,3,1,1,1
46,4,1,1,1
46,5,1,1,1
46,6,1,1,1
46,7,1,1,1
46,8,1,1,1
46,9,3,1,1
46,10,3,1,1
46,11,1,1,1
46,12,4,1,1
46,13,1,1,1
46,14,1,1,1
46,15,1,1,1
46,16,1,1,1
46,17,1,1,1
46,18,1,1,1
46,19,1,1,1
46,20,4,1,1
46,21,1,1,1
46,22,1,1,1
46,23,1,1,1
46,24,1,1,1
46,25,1,1,1
46,26,1,1,1
46,27,1,1,1
46,28,1,1,1
46,29,1,1,1
47,-1,
47,0,
48,-1,
48,0,
49,-1,
49,0,
49,1,
49,2,
49,3,
50,-1,1,1,3
50,0,1,1,2
50,1,1,1,3
50,2,1,1,1
50,3,1,1,3
50,4,1,1,3
50,5,3,2,4
50,6,1,1,2
50,7,1,1,2
50,8,1,1,3
50,9,1,1,2
50,10,1,1,2
50,11,1,1,1
50,12,4,1,2
50,13,1,1,2
50,14,1,1,1
50,15,1,1,2
50,16,1,1,1
50,17,1,1,1
50,18,1,1,2
50,19,5,1,2
50,20,1,1,2
50,21,1,1,3
50,22,1,1,2
50,23,1,1,2
50,24,1,1,3
50,25,1,1,3
50,26,1,1,2
50,27,1,1,2
50,28,1,1,3
50,29,1,1,2
51,-1,
51,0,
52,-1,
52,0,
52,-1,
52,0,
52,1,
52,2,
52,3,
54,-1,2,6,3
54,0,3,5,3
54,1,3,6,2
54,2,2,6,2
54,3,3,6,2
54,4,2,5,3
54,5,2,5,2
54,6,2,5,2
54,7,2,6,2
54,8,1,6,1
54,9,2,6,2
54,10,3,2,1
54,11,4,2,3
54,12,2,5,2
54,13,3,6,3
54,14,2,6,2
54,15,3,6,2
54,16,3,6,2
54,17,1,6,2
54,18,2,6,2
54,19,2,6,2
54,20,1,7,2
54,21,1,6,1
54,22,1,6,2
54,23,1,6,2
54,24,2,6,2
54,25,2,6,1
54,26,3,5,2
54,27,2,6,2
54,28,2,6,3
54,29,3,6,2
55,-1,
55,0,
56,-1,
56,0,
57,-1,
57,0,
57,1,
57,2,
57,3,
58,-1,2,2,1
58,0,2,2,2
58,1,1,1,1
58,2,1,1,1
58,3,2,3,3
58,4,2,3,3
58,5,2,2,2
58,6,2,3,3
58,7,2,3,3
58,8,2,3,3
58,9,2,3,3
58,10,3,3,4
58,11,3,4,4
58,12,3,4,5
58,13,3,4,5
58,14,3,4,5
58,15,4,5,5
58,16,3,4,5
58,17,2,4,5
58,18,3,4,5
58,19,3,4,5
58,20,3,4,5
58,21,3,4,5
58,22,3,4,5
58,23,3,5,5
58,24,3,4,5
58,25,3,4,5
58,26,2,4,5
58,27,2,4,5
58,28,2,4,5
58,29,3,4,5
59,-1,
59,0,
60,-1,
60,0,
